Province/State,Country/Region,Lat,Long,2020-1-22,2020-1-23,2020-1-24,2020-1-25,2020-1-26,2020-1-27,2020-1-28,2020-1-29,2020-1-30,2020-1-31,2020-2-1,2020-2-2,2020-2-3,2020-2-4,2020-2-5,2020-2-6,2020-2-7,2020-2-8,2020-2-9,2020-2-10,2020-2-11,2020-2-12,2020-2-13,2020-2-14,2020-2-15,2020-2-16,2020-2-17,2020-2-18,2020-2-19,2020-2-20,2020-2-21,2020-2-22,2020-2-23,2020-2-24,2020-2-25,2020-2-26,2020-2-27,2020-2-28,2020-2-29,2020-3-1,2020-3-2,2020-3-3,2020-3-4,2020-3-5,2020-3-6,2020-3-7,2020-3-8,2020-3-9,2020-3-10,2020-3-11,2020-3-12,2020-3-13,2020-3-14,2020-3-15,2020-3-16,2020-3-17,2020-3-18,2020-3-19,2020-3-20,2020-3-21,2020-3-22,2020-3-23,2020-3-24,2020-3-25,2020-3-26,2020-3-27,2020-3-28,2020-3-29,2020-3-30,2020-3-31,2020-4-1,2020-4-2,2020-4-3,2020-4-4,2020-4-5,2020-4-6,2020-4-7,2020-4-8,2020-4-9,2020-4-10,2020-4-11,2020-4-12,2020-4-13,2020-4-14,2020-4-15,2020-4-16,2020-4-17,2020-4-18,2020-4-19,2020-4-20,2020-4-21,2020-4-22,2020-4-23,2020-4-24,2020-4-25,2020-4-26,2020-4-27,2020-4-28,2020-4-29,2020-4-30,2020-5-1,2020-5-2,2020-5-3,2020-5-4,2020-5-5,2020-5-6,2020-5-7,2020-5-8,2020-5-9,2020-5-10,2020-5-11,2020-5-12,2020-5-13,2020-5-14,2020-5-15,2020-5-16,2020-5-17,2020-5-18,2020-5-19,2020-5-20,2020-5-21,2020-5-22,2020-5-23,2020-5-24,2020-5-25,2020-5-26,2020-5-27,2020-5-28,2020-5-29,2020-5-30,2020-5-31,2020-6-1,2020-6-2,2020-6-3,2020-6-4,2020-6-5,2020-6-6,2020-6-7,2020-6-8,2020-6-9,2020-6-10,2020-6-11,2020-6-12,2020-6-13,2020-6-14,2020-6-15,2020-6-16,2020-6-17,2020-6-18,2020-6-19,2020-6-20,2020-6-21,2020-6-22,2020-6-23,2020-6-24,2020-6-25,2020-6-26,2020-6-27,2020-6-28,2020-6-29,2020-6-30,2020-7-1,2020-7-2,2020-7-3,2020-7-4,2020-7-5,2020-7-6,2020-7-7,2020-7-8,2020-7-9,2020-7-10,2020-7-11,2020-7-12,2020-7-13,2020-7-14,2020-7-15,2020-7-16,2020-7-17,2020-7-18,2020-7-19,2020-7-20,2020-7-21,2020-7-22,2020-7-23,2020-7-24,2020-7-25,2020-7-26,2020-7-27,2020-7-28,2020-7-29,2020-7-30,2020-7-31,2020-8-1,2020-8-2,2020-8-3,2020-8-4,2020-8-5,2020-8-6,2020-8-7,2020-8-8,2020-8-9,2020-8-10,2020-8-11,2020-8-12,2020-8-13,2020-8-14,2020-8-15,2020-8-16,2020-8-17,2020-8-18,2020-8-19,2020-8-20,2020-8-21,2020-8-22,2020-8-23,2020-8-24,2020-8-25,2020-8-26,2020-8-27,2020-8-28,2020-8-29,2020-8-30,2020-8-31,2020-9-1,2020-9-2,2020-9-3,2020-9-4,2020-9-5,2020-9-6,2020-9-7,2020-9-8,2020-9-9,2020-9-10,2020-9-11,2020-9-12,2020-9-13,2020-9-14,2020-9-15,2020-9-16,2020-9-17,2020-9-18,2020-9-19,2020-9-20,2020-9-21,2020-9-22,2020-9-23,2020-9-24,2020-9-25,2020-9-26,2020-9-27,2020-9-28,2020-9-29,2020-9-30,2020-10-1,2020-10-2,2020-10-3,2020-10-4,2020-10-5,2020-10-6,2020-10-7,2020-10-8,2020-10-9,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-1,2020-11-2,2020-11-3,2020-11-4,2020-11-5,2020-11-6,2020-11-7,2020-11-8,2020-11-9,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-1,2020-12-2,2020-12-3,2020-12-4,2020-12-5,2020-12-6,2020-12-7,2020-12-8,2020-12-9,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28,2020-12-29,2020-12-30,2020-12-31,2021-1-1,2021-1-2,2021-1-3,2021-1-4,2021-1-5,2021-1-6,2021-1-7,2021-1-8,2021-1-9,2021-1-10,2021-1-11,2021-1-12,2021-1-13,2021-1-14,2021-1-15,2021-1-16,2021-1-17,2021-1-18,2021-1-19,2021-1-20,2021-1-21,2021-1-22,2021-1-23,2021-1-24,2021-1-25,2021-1-26,2021-1-27,2021-1-28,2021-1-29,2021-1-30,2021-1-31,2021-2-1,2021-2-2,2021-2-3,2021-2-4,2021-2-5,2021-2-6,2021-2-7,2021-2-8,2021-2-9,2021-2-10,2021-2-11,2021-2-12,2021-2-13,2021-2-14,2021-2-15,2021-2-16,2021-2-17,2021-2-18,2021-2-19,2021-2-20,2021-2-21,2021-2-22,2021-2-23,2021-2-24,2021-2-25,2021-2-26,2021-2-27,2021-2-28,2021-3-1,2021-3-2,2021-3-3,2021-3-4,2021-3-5,2021-3-6,2021-3-7,2021-3-8,2021-3-9,2021-3-10,2021-3-11,2021-3-12,2021-3-13,2021-3-14,2021-3-15,2021-3-16,2021-3-17,2021-3-18,2021-3-19,2021-3-20,2021-3-21,2021-3-22,2021-3-23,2021-3-24,2021-3-25,2021-3-26,2021-3-27,2021-3-28,2021-3-29,2021-3-30,2021-3-31,2021-4-1,2021-4-2,2021-4-3,2021-4-4,2021-4-5,2021-4-6,2021-4-7,2021-4-8,2021-4-9,2021-4-10,2021-4-11,2021-4-12,2021-4-13,2021-4-14,2021-4-15,2021-4-16,2021-4-17,2021-4-18,2021-4-19,2021-4-20,2021-4-21,2021-4-22,2021-4-23,2021-4-24,2021-4-25,2021-4-26,2021-4-27,2021-4-28,2021-4-29,2021-4-30,2021-5-1,2021-5-2,2021-5-3,2021-5-4,2021-5-5,2021-5-6,2021-5-7,2021-5-8,2021-5-9,2021-5-10,2021-5-11,2021-5-12,2021-5-13,2021-5-14,2021-5-15,2021-5-16,2021-5-17,2021-5-18,2021-5-19,2021-5-20,2021-5-21,2021-5-22,2021-5-23,2021-5-24,2021-5-25,2021-5-26,2021-5-27,2021-5-28,2021-5-29,2021-5-30,2021-5-31,2021-6-1,2021-6-2,2021-6-3,2021-6-4,2021-6-5,2021-6-6,2021-6-7,2021-6-8,2021-6-9,2021-6-10,2021-6-11,2021-6-12,2021-6-13,2021-6-14,2021-6-15,2021-6-16,2021-6-17,2021-6-18,2021-6-19,2021-6-20,2021-6-21,2021-6-22,2021-6-23,2021-6-24,2021-6-25,2021-6-26,2021-6-27,2021-6-28,2021-6-29,2021-6-30,2021-7-1,2021-7-2,2021-7-3,2021-7-4,2021-7-5,2021-7-6,2021-7-7,2021-7-8,2021-7-9,2021-7-10,2021-7-11,2021-7-12,2021-7-13,2021-7-14,2021-7-15,2021-7-16,2021-7-17,2021-7-18,2021-7-19,2021-7-20,2021-7-21,2021-7-22,2021-7-23,2021-7-24,2021-7-25,2021-7-26,2021-7-27,2021-7-28,2021-7-29,2021-7-30,2021-7-31,2021-8-1,2021-8-2,2021-8-3,2021-8-4,2021-8-5,2021-8-6,2021-8-7,2021-8-8,2021-8-9,2021-8-10,2021-8-11,2021-8-12,2021-8-13,2021-8-14,2021-8-15,2021-8-16,2021-8-17,2021-8-18,2021-8-19,2021-8-20,2021-8-21,2021-8-22,2021-8-23,2021-8-24,2021-8-25,2021-8-26,2021-8-27,2021-8-28,2021-8-29,2021-8-30,2021-8-31,2021-9-1,2021-9-2,2021-9-3,2021-9-4,2021-9-5,2021-9-6,2021-9-7,2021-9-8,2021-9-9,2021-9-10,2021-9-11,2021-9-12,2021-9-13,2021-9-14,2021-9-15,2021-9-16,2021-9-17,2021-9-18,2021-9-19,2021-9-20,2021-9-21,2021-9-22,2021-9-23,2021-9-24,2021-9-25,2021-9-26,2021-9-27,2021-9-28,2021-9-29,2021-9-30,2021-10-1,2021-10-2,2021-10-3,2021-10-4,2021-10-5,2021-10-6,2021-10-7,2021-10-8,2021-10-9,2021-10-10,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15,2021-10-16,2021-10-17,2021-10-18,2021-10-19,2021-10-20,2021-10-21,2021-10-22,2021-10-23,2021-10-24,2021-10-25,2021-10-26,2021-10-27,2021-10-28,2021-10-29,2021-10-30,2021-10-31,2021-11-1,2021-11-2,2021-11-3,2021-11-4,2021-11-5,2021-11-6,2021-11-7,2021-11-8,2021-11-9,2021-11-10,2021-11-11,2021-11-12,2021-11-13,2021-11-14,2021-11-15,2021-11-16,2021-11-17,2021-11-18,2021-11-19,2021-11-20,2021-11-21,2021-11-22,2021-11-23,2021-11-24,2021-11-25,2021-11-26,2021-11-27,2021-11-28,2021-11-29,2021-11-30,2021-12-1,2021-12-2,2021-12-3,2021-12-4,2021-12-5,2021-12-6,2021-12-7,2021-12-8,2021-12-9,2021-12-10,2021-12-11,2021-12-12,2021-12-13,2021-12-14,2021-12-15,2021-12-16,2021-12-17,2021-12-18,2021-12-19,2021-12-20,2021-12-21,2021-12-22,2021-12-23,2021-12-24,2021-12-25,2021-12-26,2021-12-27,2021-12-28,2021-12-29,2021-12-30,2021-12-31,2022-1-1,2022-1-2,2022-1-3,2022-1-4,2022-1-5,2022-1-6,2022-1-7,2022-1-8,2022-1-9,2022-1-10,2022-1-11,2022-1-12,2022-1-13,2022-1-14,2022-1-15,2022-1-16,2022-1-17,2022-1-18,2022-1-19,2022-1-20,2022-1-21,2022-1-22,2022-1-23,2022-1-24,2022-1-25,2022-1-26,2022-1-27,2022-1-28,2022-1-29,2022-1-30,2022-1-31,2022-2-1,2022-2-2,2022-2-3,2022-2-4,2022-2-5,2022-2-6,2022-2-7,2022-2-8,2022-2-9,2022-2-10,2022-2-11,2022-2-12,2022-2-13,2022-2-14,2022-2-15,2022-2-16,2022-2-17,2022-2-18,2022-2-19,2022-2-20,2022-2-21,2022-2-22,2022-2-23,2022-2-24,2022-2-25,2022-2-26,2022-2-27,2022-2-28,2022-3-1,2022-3-2,2022-3-3,2022-3-4,2022-3-5,2022-3-6,2022-3-7,2022-3-8,2022-3-9,2022-3-10,2022-3-11,2022-3-12,2022-3-13,2022-3-14,2022-3-15,2022-3-16,2022-3-17,2022-3-18,2022-3-19,2022-3-20,2022-3-21,2022-3-22,2022-3-23,2022-3-24,2022-3-25,2022-3-26,2022-3-27,2022-3-28,2022-3-29,2022-3-30,2022-3-31,2022-4-1,2022-4-2,2022-4-3,2022-4-4,2022-4-5,2022-4-6,2022-4-7,2022-4-8,2022-4-9,2022-4-10,2022-4-11,2022-4-12,2022-4-13,2022-4-14,2022-4-15,2022-4-16,2022-4-17,2022-4-18,2022-4-19,2022-4-20,2022-4-21,2022-4-22,2022-4-23,2022-4-24,2022-4-25,2022-4-26,2022-4-27,2022-4-28,2022-4-29,2022-4-30,2022-5-1,2022-5-2,2022-5-3,2022-5-4,2022-5-5,2022-5-6,2022-5-7,2022-5-8,2022-5-9,2022-5-10,2022-5-11,2022-5-12,2022-5-13,2022-5-14,2022-5-15,2022-5-16,2022-5-17,2022-5-18,2022-5-19,2022-5-20
,Taiwan*,23.7,121,1,1,3,3,4,5,8,8,9,10,10,10,10,11,11,16,16,17,18,18,18,18,18,18,18,20,22,22,23,24,26,26,28,30,31,32,32,34,39,40,41,42,42,44,45,45,45,45,47,48,49,50,53,59,67,77,100,108,135,153,169,195,215,235,252,267,283,298,306,322,329,339,348,355,363,373,376,379,380,382,385,388,393,393,395,395,395,398,420,422,425,426,427,428,429,429,429,429,429,429,429,432,436,438,438,439,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,441,441,441,441,441,441,441,442,442,442,443,443,443,443,443,443,443,443,443,443,443,443,443,443,445,445,445,446,446,446,446,446,446,446,447,447,447,447,447,447,447,448,449,449,449,449,449,449,449,449,451,451,451,451,451,451,451,451,451,451,451,455,455,458,458,458,462,467,467,467,467,474,475,474,476,476,477,477,479,477,477,480,481,481,481,482,484,485,486,486,486,487,487,487,487,487,487,487,487,488,488,488,488,489,489,490,492,493,494,495,495,496,498,498,498,499,499,500,503,503,506,507,509,509,509,509,510,510,510,513,513,514,515,517,517,517,518,521,523,524,527,527,527,529,530,530,531,535,535,535,540,543,544,548,548,550,550,550,550,550,553,554,555,558,563,567,568,569,573,573,577,578,580,584,589,597,600,602,603,605,607,609,611,611,617,618,618,623,625,639,648,651,675,679,685,686,690,694,716,716,718,720,724,725,733,736,740,742,749,757,759,763,766,766,770,776,776,780,783,785,793,795,797,799,802,808,812,815,817,819,822,825,828,828,834,838,842,842,843,851,855,862,868,870,881,881,884,889,889,890,893,895,899,909,911,912,915,917,919,923,924,927,928,933,935,936,937,937,937,937,937,938,940,941,942,942,942,942,946,951,951,954,955,955,955,958,960,960,967,969,976,977,978,978,984,984,985,990,990,990,998,1004,1005,1006,1006,1007,1009,1012,1013,1020,1022,1023,1024,1030,1036,1039,1045,1047,1048,1050,1050,1050,1054,1056,1057,1058,1062,1067,1068,1070,1072,1073,1076,1078,1082,1086,1090,1097,1100,1104,1110,1116,1121,1128,1132,1137,1145,1153,1160,1173,1178,1183,1184,1199,1210,1231,1256,1290,1475,1682,2017,2260,2533,2825,3139,3862,4322,4917,5456,6091,6761,7315,7806,8160,8511,8842,9389,9974,10446,10956,11298,11491,11694,11968,12222,12500,12746,12921,13106,13241,13409,13584,13771,13896,14005,14080,14157,14260,14389,14465,14545,14634,14694,14748,14804,14853,14911,14991,15030,15061,15088,15128,15149,15185,15218,15249,15273,15302,15328,15346,15378,15390,15408,15429,15453,15478,15511,15535,15558,15571,15582,15599,15619,15637,15662,15674,15688,15702,15721,15742,15753,15765,15775,15782,15790,15798,15814,15820,15836,15843,15852,15862,15880,15891,15897,15906,15916,15926,15932,15938,15939,15947,15954,15960,15983,15991,15995,16001,16006,16012,16013,16019,16035,16047,16056,16062,16069,16074,16088,16093,16098,16103,16115,16123,16129,16141,16147,16152,16159,16168,16176,16181,16189,16198,16205,16216,16223,16234,16244,16250,16255,16262,16267,16271,16283,16287,16294,16305,16309,16313,16321,16325,16336,16337,16337,16343,16347,16349,16357,16364,16368,16376,16380,16388,16394,16399,16406,16412,16417,16421,16428,16430,16437,16438,16442,16445,16451,16456,16465,16475,16479,16487,16496,16498,16503,16506,16516,16520,16529,16532,16539,16544,16554,16566,16578,16588,16596,16601,16609,16626,16637,16648,16652,16662,16683,16688,16704,16721,16731,16737,16742,16752,16759,16771,16786,16799,16805,16816,16826,16840,16853,16873,16891,16915,16931,16950,16964,16988,17029,17050,17070,17095,17129,17155,17198,17258,17302,17362,17394,17463,17559,17624,17692,17769,17820,17885,17951,18005,18041,18109,18238,18325,18376,18411,18503,18566,18634,18681,18735,18790,18850,18903,18958,19029,19101,19144,19192,19239,19293,19376,19455,19515,19567,19621,19666,19732,19797,19864,19937,20007,20056,20100,20156,20236,20304,20373,20433,20489,20533,20582,20653,20717,20797,20840,20869,20922,20999,21081,21163,21225,21288,21363,21402,21492,21583,21658,21784,21905,22003,22091,22188,22327,22463,22566,22769,22896,22992,23155,23394,23629,24033,24313,24588,24866,25225,25756,26263,26836,27410,28040,28666,29593,30574,31857,33205,34507,35983,37710,40186,43243,47100,51298,56468,61686,68022,76938,88446,100753,115883,132955,132955,173942,202418,232402,268569,268569,268569,397504,448323,505455,570870,570870,699824,768543,830257,896059,981141,1070561,1156291
