Date,2022-1-1,2022-1-2,2022-1-3,2022-1-4,2022-1-5,2022-1-6,2022-1-7,2022-1-8,2022-1-9,2022-1-10,2022-1-11,2022-1-12,2022-1-13,2022-1-14,2022-1-15,2022-1-16,2022-1-17,2022-1-18,2022-1-19,2022-1-20,2022-1-21,2022-1-22,2022-1-23,2022-1-24,2022-1-25,2022-1-26,2022-1-27,2022-1-28,2022-1-29,2022-1-30,2022-1-31,2022-2-1,2022-2-2,2022-2-3,2022-2-4,2022-2-5,2022-2-6,2022-2-7,2022-2-8,2022-2-9,2022-2-10,2022-2-11,2022-2-12,2022-2-13,2022-2-14,2022-2-15,2022-2-16,2022-2-17,2022-2-18,2022-2-19,2022-2-20,2022-2-21,2022-2-22,2022-2-23,2022-2-24,2022-2-25,2022-2-26,2022-2-27,2022-2-28,2022-3-1,2022-3-2,2022-3-3,2022-3-4,2022-3-5,2022-3-6,2022-3-7,2022-3-8,2022-3-9,2022-3-10,2022-3-11,2022-3-12,2022-3-13,2022-3-14,2022-3-15,2022-3-16,2022-3-17,2022-3-18,2022-3-19,2022-3-20,2022-3-21,2022-3-22,2022-3-23,2022-3-24,2022-3-25,2022-3-26,2022-3-27,2022-3-28,2022-3-29,2022-3-30,2022-3-31,2022-4-1,2022-4-2,2022-4-3,2022-4-4,2022-4-5,2022-4-6,2022-4-7,2022-4-8,2022-4-9,2022-4-10,2022-4-11,2022-4-12,2022-4-13,2022-4-14,2022-4-15,2022-4-16,2022-4-17,2022-4-18,2022-4-19,2022-4-20,2022-4-21,2022-4-22,2022-4-23,2022-4-24,2022-4-25,2022-4-26,2022-4-27,2022-4-28,2022-4-29,2022-4-30,2022-5-1,2022-5-2,2022-5-3,2022-5-4,2022-5-5,2022-5-6,2022-5-7,2022-5-8,2022-5-9,2022-5-10,2022-5-11,2022-5-12,2022-5-13,2022-5-14,2022-5-15,2022-5-16,2022-5-17,2022-5-18,2022-5-19,2022-5-20,2022-5-21,2022-5-22,2022-5-23,2022-5-24,2022-5-25,2022-5-26,2022-5-27
Cumulative_Daily_Cases,17050,17070,17095,17129,17155,17198,17258,17302,17362,17393,17463,17559,17624,17692,17769,17820,17885,17951,18005,18041,18109,18239,18325,18376,18411,18503,18566,18634,18681,18735,18790,18850,18903,18958,19029,19101,19144,19192,19239,19293,19376,19455,19515,19567,19621,19666,19732,19797,19864,19937,19937,20056,20100,20156,20236,20304,20373,20433,20489,20533,20582,20653,20717,20797,20840,20869,20922,20999,21081,21163,21225,21288,21363,21402,21492,21583,21658,21784,21905,22003,22091,22188,22327,22463,22566,22769,22896,22992,23155,23393,23629,24033,24312,24585,24866,25225,25756,26263,26836,27410,28040,28666,29593,30574,31857,33205,34507,35983,37710,40186,43243,47100,51298,56468,61686,68022,76938,88446,100753,115883,132955,150808,173942,202418,232402,268569,314983,357271,397504,448323,505455,570870,635870,699824,768543,830257,896059,981141,1070561,1156291,1240897,1320371,1386640,1469019,1558380,1640271,1735067
