日期,2020-1-2,2020-1-9,2020-1-16,2020-1-23,2020-1-30,2020-2-6,2020-2-13,2020-2-20,2020-2-27,2020-3-5,2020-3-12,2020-3-19,2020-3-26,2020-4-2,2020-4-9,2020-4-16,2020-4-23,2020-4-30,2020-5-7,2020-5-14,2020-5-21,2020-5-28,2020-6-4,2020-6-11,2020-6-18,2020-6-25,2020-6-30,2020-7-7,2020-7-14,2020-7-21,2020-7-28,2020-8-4,2020-8-11,2020-8-18,2020-8-25,2020-9-1,2020-9-8,2020-9-15,2020-9-22,2020-9-29,2020-10-6,2020-10-13,2020-10-20,2020-10-27,2020-11-3,2020-11-10,2020-11-17,2020-11-24,2020-12-1,2020-12-8,2020-12-15,2020-12-22,2020-12-29,2021-1-5,2021-1-7,2021-1-12,2021-1-14,2021-1-19,2021-1-21,2021-1-26,2021-1-28,2021-2-2,2021-2-4,2021-2-9,2021-2-18,2021-2-20,2021-2-23,2021-2-25,2021-3-2,2021-3-4,2021-3-9,2021-3-11,2021-3-16,2021-3-18,2021-3-23,2021-3-25,2021-3-30,2021-4-1,2021-4-6,2021-4-8,2021-4-13,2021-4-15,2021-4-22,2021-4-27,2021-4-29,2021-5-4,2021-5-6,2021-5-10,2021-5-13,2021-5-18,2021-5-20,2021-5-25,2021-5-27,2021-6-1,2021-6-3,2021-6-8,2021-6-10,2021-6-15,2021-6-17,2021-6-22,2021-6-24,2021-6-29,2021-7-1,2021-7-6,2021-7-8,2021-7-13,2021-7-15,2021-7-20,2021-7-22,2021-7-27,2021-7-29,2021-8-3,2021-8-5,2021-8-10,2021-8-12,2021-8-17,2021-8-19,2021-8-24,2021-8-26,2021-8-31,2021-9-2,2021-9-7,2021-9-9,2021-9-14,2021-9-16,2021-9-21,2021-9-23,2021-9-28,2021-9-30,2021-10-5,2021-10-7,2021-10-12,2021-10-14,2021-10-19,2021-10-21,2021-10-26,2021-10-28,2021-11-2,2021-11-4,2021-11-9,2021-11-11,2021-11-16,2021-11-18,2021-11-23,2021-11-25,2021-11-30,2021-12-2,2021-12-7,2021-12-9,2021-12-14,2021-12-16,2021-12-21,2021-12-23,2021-12-28,2021-12-30
在庫量,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,435,1157,1547,685,93,1343,1718,1998,2748,3498,4248,4248,3792,3792,3792,2702,2232,2232,1252,1012,92,122,762,252,-3,107,437,-478,-1248,-568,-353,-163,807,767,1587,1887,1392,465,465,465,625,625,1125,1255,2255,3255,3040,2715,2290,2290,3010,2065,2765,1550,2250,2250,2950,2950,3140,3140,2895,2508,2508,2508,2508,2563,3118,,4618,4618,5368,4423,5123,4694,5394,5394,4504,4504,5504,5504,5630,5630,4685,4685,5485,5167,5967,5007,5039,5039,2846,2846,2701,2701,2179,2179,1469,1469,986,196,0,0,200,-745,255,255,110,110,2110,2110,3910,3910,5653,5293,4820,4820,4820,4820,4820,4820,3555,3555,2721,2721,3401,3401,3801,3801,4801,3422,3922,3922,4482,4482,5982,5982,6282,6224,7124
